,Attendance,Date,Location,Losing_Fighter_Name,Losing_Pass,Losing_STR,Losing_Sub,Losing_TD,Method,Method_Detail,Round,Time,Weight_Class,Winning_Fighter_Name,Winning_Pass,Winning_STR,Winning_Sub,Winning_TD
3613,Brazil,"February 15, 2014",Santa,Jesse Ronson,0,0,0,53,S-DEC,,3,5:00,Lightweight,Francisco Trinaldo,0,0,1,55
3614,Brazil,"February 15, 2014",Santa,Wilson Reis,0,0,3,23,S-DEC,,3,5:00,Bantamweight,Iuri Alcantara,0,1,2,42
3615,Brazil,"February 15, 2014",Santa,Maximo Blanco,0,0,3,44,U-DEC,,3,5:00,Featherweight,Felipe Arantes,1,1,1,39
3616,Brazil,"February 15, 2014",Santa,Albert Tumenov,0,0,1,32,S-DEC,,3,5:00,Welterweight,Ildemar Alcantara,0,0,4,50
3617,Brazil,"February 15, 2014",Santa,Douglas Silva de Andrade,0,0,0,27,U-DEC,,3,5:00,Featherweight,Zubaira Tukhugov,0,0,3,35
3618,USA,"February 01, 2014",New,Urijah Faber,0,0,0,8,KO/TKO,Punch,1,3:42,Bantamweight,Renan Barao,0,1,0,17
3619,USA,"February 01, 2014",New,Ricardo Lamas,0,0,1,41,U-DEC,,5,5:00,Featherweight,Jose Aldo,2,0,2,62
3620,USA,"February 01, 2014",New,Frank Mir,1,0,1,3,U-DEC,,3,5:00,Heavyweight,Alistair Overeem,0,1,0,62
3621,USA,"February 01, 2014",New,John Lineker,2,0,0,27,U-DEC,,3,5:00,Flyweight,Ali Bagautinov,1,0,6,49
3622,USA,"February 01, 2014",New,Jamie Varner,1,0,0,36,KO/TKO,Punch,2,2:32,Lightweight,Abel Trujillo,0,1,0,18
3623,USA,"February 01, 2014",New,John Makdessi,0,0,0,61,U-DEC,,3,5:00,Lightweight,Alan Patrick,0,0,2,40
3624,USA,"February 01, 2014",New,Danny Martinez,0,0,5,33,U-DEC,,3,5:00,Flyweight,Chris Cariaso,0,0,0,73
3625,USA,"February 01, 2014",New,Tom Watson,0,0,0,50,S-DEC,,3,5:00,Middleweight,Nick Catone,0,0,5,31
3626,USA,"February 01, 2014",New,Kevin Lee,2,0,1,39,U-DEC,,3,5:00,Lightweight,Al Iaquinta,1,1,0,49
3627,USA,"February 01, 2014",New,Andy Enz,0,0,0,69,U-DEC,,3,5:00,Middleweight,Clint Hester,0,1,2,72
3628,USA,"February 01, 2014",New,Anthony Rocco Martin,1,0,1,18,U-DEC,,3,5:00,Lightweight,Rashid Magomedov,1,0,0,46
3629,USA,"February 01, 2014",New,Gasan Umalatov,0,0,2,34,U-DEC,,3,5:00,Welterweight,Neil Magny,0,0,1,71
3630,USA,"January 25, 2014","Chicago,",Josh Thomson,0,0,4,19,S-DEC,,5,5:00,Lightweight,Benson Henderson,1,0,4,46
3631,USA,"January 25, 2014","Chicago,",Gabriel Gonzaga,0,0,1,29,U-DEC,,3,5:00,Heavyweight,Stipe Miocic,0,0,1,63
3632,USA,"January 25, 2014","Chicago,",Adriano Martins,0,0,0,13,KO/TKO,Kick,1,4:40,Lightweight,Donald Cerrone,0,1,1,16
3633,USA,"January 25, 2014","Chicago,",Darren Elkins,4,0,0,21,U-DEC,,3,5:00,Featherweight,Jeremy Stephens,0,0,1,40
3634,USA,"January 25, 2014","Chicago,",Sergio Pettis,0,0,1,49,SUB,Rear Naked Choke,3,4:39,Bantamweight,Alex Caceres,1,1,1,53
3635,USA,"January 25, 2014","Chicago,",Yves Jabouin,0,0,0,33,KO/TKO,Punches,2,4:16,Bantamweight,Eddie Wineland,0,1,0,54
3636,USA,"January 25, 2014","Chicago,",Chico Camus,1,0,2,12,Bantamweight,Overturned,,3,0,nc,1,Yaotzin Meza,12,0
3637,USA,"January 25, 2014","Chicago,",Ramiro Hernandez,0,0,0,40,U-DEC,,3,5:00,Bantamweight,Hugo Viana,0,1,0,79
3638,USA,"January 25, 2014","Chicago,",Mike Rio,1,0,0,10,KO/TKO,Kick,2,4:56,Lightweight,Daron Cruickshank,1,2,1,46
3639,USA,"January 25, 2014","Chicago,",Mike Rhodes,1,0,2,51,U-DEC,,3,5:00,Welterweight,George Sullivan,0,0,2,61
3640,USA,"January 25, 2014","Chicago,",Walt Harris,0,0,0,1,KO/TKO,Kick,1,0:25,Heavyweight,Nikita Krylov,0,1,0,11
3641,USA,"January 15, 2014","Duluth,",Constantinos Philippou,0,0,0,4,KO/TKO,Kick,1,2:31,Middleweight,Luke Rockhold,0,1,0,12
3642,USA,"January 15, 2014","Duluth,",Lorenz Larkin,0,0,0,39,U-DEC,,3,5:00,Middleweight,Brad Tavares,0,0,2,45
3643,USA,"January 15, 2014","Duluth,",Mike Easton,0,0,0,46,U-DEC,,3,5:00,Bantamweight,TJ Dillashaw,0,0,2,117
3644,USA,"January 15, 2014","Duluth,",Derek Brunson,0,0,3,38,KO/TKO,Elbows,3,3:23,Middleweight,Yoel Romero,0,0,0,60
3645,USA,"January 15, 2014","Duluth,",Dustin Ortiz,0,0,2,35,S-DEC,,3,5:00,Flyweight,John Moraga,1,0,0,43
3646,USA,"January 15, 2014","Duluth,",Sam Sicilia,0,0,0,14,SUB,Rear Naked Choke,2,1:54,Featherweight,Cole Miller,1,1,0,38
3647,USA,"January 15, 2014","Duluth,",Justin Edwards,1,0,0,25,U-DEC,,3,5:00,Lightweight,Ramsey Nijem,1,0,5,46
3648,USA,"January 15, 2014","Duluth,",Isaac Vallie-Flagg,0,0,0,21,U-DEC,,3,5:00,Lightweight,Elias Silverio,0,1,4,81
3649,USA,"January 15, 2014","Duluth,",Brian Houston,0,0,1,30,S-DEC,,3,5:00,Middleweight,Trevor Smith,1,0,1,57
3650,USA,"January 15, 2014","Duluth,",Alptekin Ozkilic,0,0,9,60,U-DEC,,3,5:00,Flyweight,Louis Smolka,1,0,0,92
3651,USA,"January 15, 2014","Duluth,",Garett Whiteley,2,0,0,44,U-DEC,,3,5:00,Lightweight,Vinc Pichel,1,0,8,44
3652,USA,"January 15, 2014","Duluth,",Charlie Brenneman,0,0,0,5,SUB,Rear Naked Choke,1,1:45,Lightweight,Beneil Dariush,1,1,0,9
3653,Singapore,"January 04, 2014",Location:,Hyun Gyu Lim,1,0,0,122,U-DEC,,5,5:00,Welterweight,Tarec Saffiedine,1,3,1,120
3654,Singapore,"January 04, 2014",Location:,Sean Soriano,0,0,0,19,SUB,Rear Naked Choke,2,0:50,Featherweight,Tatsuya Kawajiri,1,0,3,32
3655,Singapore,"January 04, 2014",Location:,Luiz Dutra,0,0,0,10,DQ,,1,2:57,Welterweight,Kiichi Kunimoto,0,0,0,12
3656,Singapore,"January 04, 2014",Location:,Shunichi Shimizu,0,0,0,2,SUB,Arm Triangle,3,3:53,Bantamweight,Kyung Ho Kang,4,0,2,65
3657,Singapore,"January 04, 2014",Location:,Will Chope,0,0,0,33,KO/TKO,Punch,2,2:27,Featherweight,Max Holloway,0,2,0,74
3658,Singapore,"January 04, 2014",Location:,Quinn Mulhern,0,0,0,16,U-DEC,,3,5:00,Lightweight,Katsunori Kikuno,0,0,3,23
3659,Singapore,"January 04, 2014",Location:,Dave Galera,2,0,0,25,U-DEC,,3,5:00,Bantamweight,Royston Wee,0,0,6,8
3660,Singapore,"January 04, 2014",Location:,Tae Hyun Bang,0,0,0,26,U-DEC,,3,5:00,Lightweight,Mairbek Taisumov,0,0,5,33
3661,Singapore,"January 04, 2014",Location:,Jon Delos Reyes,0,1,1,9,SUB,Armbar,1,2:13,Bantamweight,Dustin Kimura,1,0,0,1
3662,Singapore,"January 04, 2014",Location:,Leandro Issa,1,0,2,17,SUB,Triangle Choke,2,4:59,Bantamweight,Russell Doane,1,0,0,43
3663,USA,"December 28, 2013","Vegas,",Anderson Silva,0,0,0,8,KO/TKO,,2,1:16,Middleweight,Chris Weidman,1,1,1,20
3664,USA,"December 28, 2013","Vegas,",Miesha Tate,0,0,1,24,SUB,Armbar,3,0:58,Women's Bantamweight,Ronda Rousey,3,0,6,40
3665,USA,"December 28, 2013","Vegas,",Josh Barnett,0,0,0,5,KO/TKO,Elbows,1,1:00,Heavyweight,Travis Browne,0,0,0,12
3666,USA,"December 28, 2013","Vegas,",Fabricio Camoes,0,0,0,11,SUB,Armbar,1,3:42,Lightweight,Jim Miller,1,0,1,6
3667,USA,"December 28, 2013","Vegas,",Diego Brandao,0,0,1,16,KO/TKO,Punches,1,4:54,Featherweight,Dustin Poirier,0,1,0,44
3668,USA,"December 28, 2013","Vegas,",Chris Leben,0,0,0,11,KO/TKO,,1,5:00,Middleweight,Uriah Hall,0,1,0,20
3669,USA,"December 28, 2013","Vegas,",Gleison Tibau,0,0,0,12,KO/TKO,Punch,2,1:32,Lightweight,Michael Johnson,0,1,0,22
3670,USA,"December 28, 2013","Vegas,",Dennis Siver,0,0,2,54,Featherweight,Overturned,,3,0,nc,3,Manvel Gamburyan,14,0
3671,USA,"December 28, 2013","Vegas,",Siyar Bahadurzada,0,0,1,44,U-DEC,,3,5:00,Welterweight,John Howard,0,0,3,47
3672,USA,"December 28, 2013","Vegas,",Bobby Voelker,0,0,0,61,U-DEC,,3,5:00,Welterweight,William Macario,0,0,3,133
3673,USA,"December 28, 2013","Vegas,",Estevan Payan,0,0,1,32,KO/TKO,Punches,3,0:12,Featherweight,Robert Peralta,0,1,2,34
3674,USA,"December 14, 2013","Sacramento,",Joseph Benavidez,0,0,0,4,KO/TKO,Punch,1,2:08,Flyweight,Demetrious Johnson,0,1,0,7
3675,USA,"December 14, 2013","Sacramento,",Michael McDonald,0,0,0,9,SUB,Guillotine Choke,2,3:22,Bantamweight,Urijah Faber,1,1,1,29
3676,USA,"December 14, 2013","Sacramento,",Nik Lentz,0,0,0,40,U-DEC,,3,5:00,Featherweight,Chad Mendes,1,0,7,35
3677,USA,"December 14, 2013","Sacramento,",Mac Danzig,0,0,0,52,U-DEC,,3,5:00,Lightweight,Joe Lauzon,2,0,3,43
3678,USA,"December 14, 2013","Sacramento,",Court McGee,2,0,4,54,U-DEC,,3,5:00,Welterweight,Ryan LaFlare,1,0,4,68
3679,USA,"December 14, 2013","Sacramento,",Danny Castillo,1,0,1,55,M-DEC,,3,5:00,Lightweight,Edson Barboza,1,1,0,43
3680,USA,"December 14, 2013","Sacramento,",Pat Healy,0,0,2,59,U-DEC,,3,5:00,Lightweight,Bobby Green,0,0,3,80
3681,USA,"December 14, 2013","Sacramento,",Scott Jorgensen,1,0,1,31,U-DEC,,3,5:00,Flyweight,Zach Makovsky,1,0,6,26
3682,USA,"December 14, 2013","Sacramento,",Cody McKenzie,0,0,1,31,U-DEC,,3,5:00,Lightweight,Sam Stout,1,0,1,54
3683,USA,"December 14, 2013","Sacramento,",Roger Bowling,0,0,0,9,KO/TKO,Punches,2,1:35,Lightweight,Abel Trujillo,0,0,5,43
3684,USA,"December 14, 2013","Sacramento,",Darren Uyenoyama,0,0,2,33,S-DEC,,3,5:00,Flyweight,Alptekin Ozkilic,0,0,3,27
3685,Australia,"December 06, 2013","Brisbane,",Mark Hunt,0,1,2,103,Heavyweight,M-DEC,,5,0,draw,0,Antonio Silva,97,1
3686,Australia,"December 06, 2013","Brisbane,",James Te Huna,0,0,0,1,KO/TKO,Punch,1,1:03,Light Heavyweight,Mauricio Rua,0,1,0,9
3687,Australia,"December 06, 2013","Brisbane,",Anthony Perosh,0,0,0,9,U-DEC,,3,5:00,Light Heavyweight,Ryan Bader,0,0,3,70
3688,Australia,"December 06, 2013","Brisbane,",Pat Barry,0,0,0,1,KO/TKO,Punches,1,2:09,Heavyweight,Soa Palelei,0,0,1,12
3689,Australia,"December 06, 2013","Brisbane,",Dylan Andrews,0,0,2,13,KO/TKO,,2,5:00,Middleweight,Clint Hester,0,0,1,27
3690,Australia,"December 06, 2013","Brisbane,",Julie Kedzie,0,0,0,54,S-DEC,,3,5:00,Women's Bantamweight,Bethe Correia,0,0,1,65
3691,Australia,"December 06, 2013","Brisbane,",Nam Phan,0,0,0,100,U-DEC,,3,5:00,Bantamweight,Takeya Mizugaki,0,0,3,152
3692,Australia,"December 06, 2013","Brisbane,",Nick Ring,1,0,3,30,U-DEC,,3,5:00,Middleweight,Caio Magalhaes,0,0,0,32
3693,Australia,"December 06, 2013","Brisbane,",Richie Vaculik,0,0,0,2,KO/TKO,Punches,1,4:43,Flyweight,Justin Scoggins,0,0,2,27
3694,Australia,"December 06, 2013","Brisbane,",Bruno Santos,1,0,1,12,U-DEC,,3,5:00,Middleweight,Krzysztof Jotko,0,0,1,17
3695,Australia,"December 06, 2013","Brisbane,",Ben Wall,0,0,0,1,KO/TKO,Punch,1,0:43,Welterweight,Alex Garcia,0,1,0,9
3696,USA,"November 30, 2013","Vegas,",Gray Maynard,0,0,1,5,KO/TKO,Punches,1,2:38,Lightweight,Nate Diaz,0,0,0,33
3697,USA,"November 30, 2013","Vegas,",Jessica Rakoczy,0,0,0,4,KO/TKO,Punches,1,4:59,Women's Bantamweight,Julianna Pena,0,0,2,33
3698,USA,"November 30, 2013","Vegas,",Davey Grant,0,0,0,18,SUB,Rear Naked Choke,2,2:10,Bantamweight,Chris Holdsworth,1,0,1,15
3699,USA,"November 30, 2013","Vegas,",Peggy Morgan,0,0,0,34,U-DEC,,3,5:00,Women's Bantamweight,Jessamyn Duke,3,0,1,123
3700,USA,"November 30, 2013","Vegas,",Roxanne Modafferi,0,0,0,42,U-DEC,,3,5:00,Women's Bantamweight,Raquel Pennington,1,0,1,80
3701,USA,"November 30, 2013","Vegas,",Maximo Blanco,0,0,1,5,DQ,,1,0:25,Featherweight,Akira Corassani,0,0,0,1
3702,USA,"November 30, 2013","Vegas,",Rani Yahya,4,0,2,15,S-DEC,,3,5:00,Featherweight,Tom Niinimaki,0,0,4,17
3703,USA,"November 30, 2013","Vegas,",Walt Harris,0,2,0,18,U-DEC,,3,5:00,Heavyweight,Jared Rosholt,0,0,1,33
3704,USA,"November 30, 2013","Vegas,",Drew Dober,0,0,0,61,U-DEC,,3,5:00,Welterweight,Sean Spencer,0,0,0,105
3705,USA,"November 30, 2013","Vegas,",Ryan Benoit,1,0,0,18,SUB,Rear Naked Choke,2,4:31,Flyweight,Josh Sampo,5,0,2,28
3706,USA,"November 16, 2013","Vegas,",Johny Hendricks,0,0,2,85,S-DEC,,5,5:00,Welterweight,Georges St-Pierre,1,0,3,101
3707,USA,"November 16, 2013","Vegas,",Chael Sonnen,0,0,0,3,KO/TKO,Punches,1,4:05,Light Heavyweight,Rashad Evans,0,0,1,20
3708,USA,"November 16, 2013","Vegas,",Rory MacDonald,1,0,4,37,S-DEC,,3,5:00,Welterweight,Robbie Lawler,0,1,0,44
3709,USA,"November 16, 2013","Vegas,",Josh Koscheck,0,0,0,5,KO/TKO,Punch,1,4:38,Welterweight,Tyron Woodley,0,2,0,22
3710,USA,"November 16, 2013","Vegas,",Tim Elliott,1,0,2,48,U-DEC,,3,5:00,Flyweight,Ali Bagautinov,0,0,1,43
3711,USA,"November 16, 2013","Vegas,",Evan Dunham,0,0,0,24,SUB,Triangle Choke,2,3:49,Lightweight,Donald Cerrone,1,1,1,32
3712,USA,"November 16, 2013","Vegas,",Ed Herman,0,0,0,14,U-DEC,,3,5:00,Middleweight,Thales Leites,0,0,3,20
3713,USA,"November 16, 2013","Vegas,",Brian Ebersole,0,0,0,42,U-DEC,,3,5:00,Welterweight,Rick Story,0,1,2,71
3714,USA,"November 16, 2013","Vegas,",Edwin Figueroa,0,0,0,18,U-DEC,,3,5:00,Bantamweight,Erik Perez,0,1,7,50
3715,USA,"November 16, 2013","Vegas,",Anthony Lapsley,0,0,0,8,U-DEC,,3,5:00,Welterweight,Jason High,4,0,4,5
3716,USA,"November 16, 2013","Vegas,",Will Campuzano,0,0,4,41,U-DEC,,3,5:00,Bantamweight,Sergio Pettis,3,0,2,81
3717,USA,"November 16, 2013","Vegas,",Cody Donovan,0,0,0,51,KO/TKO,Punch,2,1:22,Light Heavyweight,Gian Villante,0,1,1,43
3718,Brazil,"November 09, 2013","Goiania,",Dan Henderson,0,0,0,1,KO/TKO,Kick,1,1:17,Light Heavyweight,Vitor Belfort,0,2,0,12
3719,Brazil,"November 09, 2013","Goiania,",Daniel Sarafian,0,0,0,21,S-DEC,,3,5:00,Middleweight,Cezar Ferreira,0,0,3,15
3720,Brazil,"November 09, 2013","Goiania,",Igor Pokrajac,0,0,0,9,KO/TKO,Knee,1,1:18,Light Heavyweight,Rafael Cavalcante,0,1,0,16
3721,Brazil,"November 09, 2013","Goiania,",Paulo Thiago,0,0,1,5,KO/TKO,Knee,1,2:10,Welterweight,Brandon Thatch,0,1,0,12
3722,Brazil,"November 09, 2013","Goiania,",Santiago Ponzinibbio,0,1,0,25,U-DEC,,3,5:00,Welterweight,Ryan LaFlare,0,1,5,75
3723,Brazil,"November 09, 2013","Goiania,",Rony Jason,0,0,0,1,KO/TKO,Kick,1,0:40,Featherweight,Jeremy Stephens,0,1,0,3
3724,Brazil,"November 09, 2013","Goiania,",Godofredo Pepey,0,0,0,3,KO/TKO,Punches,1,1:42,Featherweight,Sam Sicilia,0,0,1,11
3725,Brazil,"November 09, 2013","Goiania,",Thiago Perpetuo,0,1,1,18,KO/TKO,Punch,1,3:31,Middleweight,Omari Akhmedov,1,1,1,14
3726,Brazil,"November 09, 2013","Goiania,",Justin Salas,0,0,0,4,SUB,Rear Naked Choke,1,2:38,Lightweight,Thiago Tavares,1,0,1,7
3727,Brazil,"November 09, 2013","Goiania,",Daron Cruickshank,0,0,0,8,SUB,Straight Armbar,2,2:49,Lightweight,Adriano Martins,1,0,1,16
3728,Brazil,"November 09, 2013","Goiania,",Jose Maria,2,0,2,43,KO/TKO,Punches,3,3:19,Flyweight,Dustin Ortiz,0,0,4,55
3729,USA,"November 06, 2013","Campbell,",Rafael Natal,0,0,0,13,KO/TKO,Punch,1,4:40,Middleweight,Tim Kennedy,0,1,0,13
3730,USA,"November 06, 2013","Campbell,",Liz Carmouche,0,0,1,43,U-DEC,,3,5:00,Women's Bantamweight,Alexis Davis,0,0,1,50
3731,USA,"November 06, 2013","Campbell,",Ronny Markes,0,0,2,18,KO/TKO,Punch,3,1:39,Middleweight,Yoel Romero,0,1,0,50
3732,USA,"November 06, 2013","Campbell,",Jorge Masvidal,0,0,1,38,U-DEC,,3,5:00,Lightweight,Rustam Khabilov,1,1,2,32
3733,USA,"November 06, 2013","Campbell,",Colton Smith,1,0,2,4,SUB,Rear Naked Choke,2,1:41,Lightweight,Michael Chiesa,2,0,1,7
3734,USA,"November 06, 2013","Campbell,",James Krause,0,0,0,22,KO/TKO,Kick,1,3:50,Lightweight,Bobby Green,0,1,0,20
3735,USA,"November 06, 2013","Campbell,",George Roop,0,0,1,23,KO/TKO,Punch,2,2:20,Bantamweight,Francisco Rivera,0,1,0,27
3736,USA,"November 06, 2013","Campbell,",Steven Siler,3,0,0,23,U-DEC,,3,5:00,Featherweight,Dennis Bermudez,4,0,6,44
3737,USA,"November 06, 2013","Campbell,",Germaine de Randamie,0,0,0,1,KO/TKO,Elbows,1,3:56,Women's Bantamweight,Amanda Nunes,0,0,1,14
3738,USA,"November 06, 2013","Campbell,",Chris Camozzi,0,0,0,64,U-DEC,,3,5:00,Middleweight,Lorenz Larkin,0,0,0,46
3739,USA,"November 06, 2013","Campbell,",Yves Edwards,0,0,0,19,Lightweight,Overturned,,1,0,nc,0,Yancy Medeiros,25,1
3740,USA,"November 06, 2013","Campbell,",Neil Magny,0,0,2,31,U-DEC,,3,5:00,Welterweight,Seth Baczynski,0,0,3,28
3741,USA,"November 06, 2013","Campbell,",Brian Houston,0,0,0,0,SUB,Rear Naked Choke,1,0:48,Middleweight,Derek Brunson,1,1,0,1
3742,Kingdom,"October 26, 2013","England,",Mark Munoz,0,0,0,0,KO/TKO,Kick,1,3:10,Middleweight,Lyoto Machida,0,1,0,5
3743,Kingdom,"October 26, 2013","England,",Ross Pearson,0,0,0,3,Lightweight,CNC,,1,0,nc,0,Melvin Guillard,9,0
3744,Kingdom,"October 26, 2013","England,",Ryan Jimmo,0,0,0,36,KO/TKO,,2,4:41,Light Heavyweight,Jimi Manuwa,0,0,0,48
3745,Kingdom,"October 26, 2013","England,",Jon Tuck,0,0,0,67,U-DEC,,3,5:00,Lightweight,Norman Parke,0,0,1,81
3746,Kingdom,"October 26, 2013","England,",Alessio Sakara,0,0,1,20,SUB,Armbar,1,3:07,Middleweight,Nicholas Musoke,1,0,1,12
3747,Kingdom,"October 26, 2013","England,",Phil Harris,0,0,0,14,KO/TKO,Punch,1,2:51,Flyweight,John Lineker,0,3,0,31
3748,Kingdom,"October 26, 2013","England,",Piotr Hallmann,0,0,3,66,U-DEC,,3,5:00,Lightweight,Al Iaquinta,0,0,2,85
3749,Kingdom,"October 26, 2013","England,",Andrew Craig,0,0,0,26,SUB,Rear Naked Choke,2,2:12,Middleweight,Luke Barnatt,1,2,1,39
3750,Kingdom,"October 26, 2013","England,",Rosi Sexton,0,0,1,88,U-DEC,,3,5:00,Women's Bantamweight,Jessica Andrade,0,0,1,206
3751,Kingdom,"October 26, 2013","England,",Andy Ogle,0,0,2,27,U-DEC,,3,5:00,Featherweight,Cole Miller,1,0,0,21
3752,Kingdom,"October 26, 2013","England,",Robert Whiteford,0,0,0,15,SUB,Triangle Choke,2,2:17,Featherweight,Jimy Hettes,2,0,3,5
3753,Kingdom,"October 26, 2013","England,",Michael Kuiper,0,0,1,7,SUB,Guillotine Choke,1,4:17,Middleweight,Brad Scott,2,0,0,14
3754,USA,"October 19, 2013","Houston,",Junior Dos Santos,1,0,0,46,KO/TKO,Punch,5,3:09,Heavyweight,Cain Velasquez,1,1,2,123
3755,USA,"October 19, 2013","Houston,",Roy Nelson,0,0,0,17,U-DEC,,3,5:00,Heavyweight,Daniel Cormier,0,0,3,74
3756,USA,"October 19, 2013","Houston,",Diego Sanchez,2,1,1,42,U-DEC,,3,5:00,Lightweight,Gilbert Melendez,0,0,1,96
3757,USA,"October 19, 2013","Houston,",Shawn Jordan,0,0,0,2,KO/TKO,Punch,1,1:33,Heavyweight,Gabriel Gonzaga,0,1,0,8
3758,USA,"October 19, 2013","Houston,",Darrell Montague,0,0,0,10,KO/TKO,Punch,1,4:13,Flyweight,John Dodson,0,2,0,28
3759,USA,"October 19, 2013","Houston,",CB Dollaway,0,0,3,57,S-DEC,,3,5:00,Middleweight,Tim Boetsch,3,0,0,41
3760,USA,"October 19, 2013","Houston,",Nate Marquardt,0,0,0,4,KO/TKO,Punch,1,1:48,Welterweight,Hector Lombard,0,1,0,10
3761,USA,"October 19, 2013","Houston,",Sarah Kaufman,0,0,0,87,Women's Bantamweight,Overturned,,3,0,nc,0,Jessica Eye,65,0
3762,USA,"October 19, 2013","Houston,",George Sotiropoulos,0,0,1,50,U-DEC,,3,5:00,Lightweight,KJ Noons,0,0,0,56
3763,USA,"October 19, 2013","Houston,",TJ Waldburger,0,0,0,4,KO/TKO,Punch,1,3:00,Welterweight,Adlan Amagov,0,1,0,15
3764,USA,"October 19, 2013","Houston,",Mike Rio,0,0,0,4,SUB,D'Arce Choke,1,1:52,Lightweight,Tony Ferguson,1,0,0,5
3765,USA,"October 19, 2013","Houston,",Jeremy Larsen,0,0,1,23,KO/TKO,Punch,2,0:53,Featherweight,Andre Fili,0,0,1,55
3766,USA,"October 19, 2013","Houston,",Dustin Pague,1,0,1,9,KO/TKO,Punches,2,3:51,Bantamweight,Kyoji Horiguchi,0,1,1,30
3767,Brazil,"October 09, 2013",Sao,Demian Maia,0,0,3,24,S-DEC,,5,5:00,Welterweight,Jake Shields,0,0,1,35
3768,Brazil,"October 09, 2013",Sao,Erick Silva,0,0,0,28,KO/TKO,Punch,2,3:01,Welterweight,Dong Hyun Kim,0,1,1,11
3769,Brazil,"October 09, 2013",Sao,Matt Hamill,0,0,3,70,U-DEC,,3,5:00,Light Heavyweight,Thiago Silva,0,1,0,96
3770,Brazil,"October 09, 2013",Sao,Joey Beltran,0,0,1,57,S-DEC,,3,5:00,Light Heavyweight,Fabio Maldonado,1,0,0,87
3771,Brazil,"October 09, 2013",Sao,Mike Pierce,0,0,1,2,SUB,Heel Hook,1,0:31,Welterweight,Rousimar Palhares,2,0,0,0
3772,Brazil,"October 09, 2013",Sao,TJ Dillashaw,3,0,2,29,S-DEC,,3,5:00,Bantamweight,Raphael Assuncao,1,0,0,32
3773,Brazil,"October 09, 2013",Sao,Ildemar Alcantara,3,0,3,18,U-DEC,,3,5:00,Welterweight,Igor Araujo,1,0,1,21
3774,Brazil,"October 09, 2013",Sao,David Mitchell,1,0,0,5,U-DEC,,3,5:00,Welterweight,Yan Cabral,1,1,4,18
3775,Brazil,"October 09, 2013",Sao,Iliarde Santos,0,0,2,35,KO/TKO,Punches,2,4:31,Flyweight,Chris Cariaso,0,0,0,54
3776,Brazil,"October 09, 2013",Sao,Garett Whiteley,0,0,0,7,KO/TKO,Punch,1,3:54,Lightweight,Alan Patrick,0,1,1,16
3777,Canada,"September 21, 2013","Toronto,",Alexander Gustafsson,0,0,1,110,U-DEC,,5,5:00,Light Heavyweight,Jon Jones,0,0,1,134
3778,Canada,"September 21, 2013","Toronto,",Eddie Wineland,0,0,0,11,KO/TKO,Spinning Back Kick,2,0:35,Bantamweight,Renan Barao,0,1,0,28
3779,Canada,"September 21, 2013","Toronto,",Matt Mitrione,0,0,0,7,SUB,D'Arce Choke,1,4:06,Heavyweight,Brendan Schaub,1,0,1,14
3780,Canada,"September 21, 2013","Toronto,",Constantinos Philippou,0,0,0,7,U-DEC,,3,5:00,Middleweight,Francis Carmont,0,0,5,29
3781,Canada,"September 21, 2013","Toronto,",Pat Healy,0,0,0,44,U-DEC,,3,5:00,Lightweight,Khabib Nurmagomedov,0,0,5,54
3782,Canada,"September 21, 2013","Toronto,",Mike Ricci,0,0,0,25,S-DEC,,3,5:00,Lightweight,Myles Jury,0,0,4,22
3783,Canada,"September 21, 2013","Toronto,",Ivan Menjivar,0,0,0,29,U-DEC,,3,5:00,Bantamweight,Wilson Reis,0,0,4,33
3784,Canada,"September 21, 2013","Toronto,",Chris Clements,0,0,0,17,KO/TKO,Punch,2,1:27,Welterweight,Stephen Thompson,0,2,2,23
3785,Canada,"September 21, 2013","Toronto,",Dustin Kimura,1,0,0,15,SUB,Guillotine Choke,1,4:05,Bantamweight,Mitch Gagnon,1,0,1,27
3786,Canada,"September 21, 2013","Toronto,",Renee Forte,0,0,0,7,KO/TKO,Punch,1,2:01,Lightweight,John Makdessi,0,1,0,20
3787,Canada,"September 21, 2013","Toronto,",Jesse Ronson,0,0,1,38,S-DEC,,3,5:00,Lightweight,Michel Prazeres,0,0,7,19
3788,Canada,"September 21, 2013","Toronto,",Roland Delorme,1,1,1,47,S-DEC,,3,5:00,Bantamweight,Alex Caceres,0,0,0,106
3789,Canada,"September 21, 2013","Toronto,",Nandor Guelmino,0,0,0,56,KO/TKO,Punch,3,3:18,Heavyweight,Daniel Omielanczuk,1,1,2,49
3790,Brazil,"September 04, 2013",Minas,Ryan Bader,1,0,0,11,KO/TKO,Punch,1,2:55,Light Heavyweight,Glover Teixeira,0,1,1,14
3791,Brazil,"September 04, 2013",Minas,Yushin Okami,0,0,0,1,KO/TKO,Punch,1,2:47,Middleweight,Jacare Souza,0,1,0,28
3792,Brazil,"September 04, 2013",Minas,Jussier Formiga,0,0,0,6,KO/TKO,Knee,1,3:07,Flyweight,Joseph Benavidez,0,1,0,20
3793,Brazil,"September 04, 2013",Minas,Francisco Trinaldo,0,1,1,22,SUB,Kimura,2,3:50,Lightweight,Piotr Hallmann,1,0,2,42
3794,Brazil,"September 04, 2013",Minas,Tor Troeng,0,0,0,9,U-DEC,,3,5:00,Middleweight,Rafael Natal,1,2,0,39
